brand,tweet_id,customer_text,brand_reply,heuristic,hand_label,label_rationale,confidence
AmazonHelp,2906563,@AmazonHelp No. It just won’t let me install apps. There’s only a few available,@419933 Sorry for the continued trouble. We would love to trouble shoot further with you in real time. Please contact us via phone or chat here:  https://t.co/hApLpMlfHN ^LM,deflection,deflection,Channel switch to phone/chat,high
AmazonHelp,568319,"@115821 I don’t know what’s worse, the fact that I’m a prime member and my “guaranteed” delivery time is of course delayed, or that this is the grammar knowledge of amazon’s representative. https://t.co/TntDsds5vh","@253340 I'm sorry for the poor experience! If you received an e-mail after your contact with us, please fill out the survey at the bottom. This feedback will be sent to the agent's leadership for review. Let us know if you don't receive your order by Monday! ^SB",deflection,deflection,"Redirects to survey/feedback, no resolution",medium
SpotifyCares,1263457,@SpotifyCares Is that going to possibly change? I'd be willing to pay a little more or a one time fee for more space.,@415901 We'd suggest adding your vote to this idea here: https://t.co/8OOl8B2i69. We'll be sure to pass your feedback on to the right folks /DR,unclear,substantive,"Direct answer: feature not available, vote link given",medium
Ask_Spectrum,1971625,@Ask_Spectrum ETA on Manhattan large-scale outage?,@584006 I am sorry you are having issues with your internet. You can find helpful troubleshooting tips here ... https://t.co/zuhK45XFBF,substantive,deflection,"Link-only tips, no inline content",medium
SpotifyCares,2631691,Spotifys website is superrr broken. Can't even update my payment options without being sent to broken links left and right. Ugh.,@727191 Got it. The website seems to be working on our end. Can you send us a screenshot of the error? We'll see what else we can suggest /KL,deflection,deflection,Diagnostic: asks for screenshot of error,high
Uber_Support,2668030,@Uber_Support Yeah it stinks. Ruins the point of the service. Ruins confidence in placing orders. No bueno,@139193 A member of our team will be in touch as soon as possible. Thank you for your patience.,unclear,deflection,"Vague in-touch promise, no info",high
AppleSupport,569235,"@AppleSupport iOS 11.2 release notes include #ApplePayCash but feature is no where in my newly updated iphone, what gives?","@253580 If you're in the US, the Apple Pay Cash feature will require iOS 11.2 and will begin rolling out early next week.",unclear,substantive,Direct answer: rollout timing and iOS requirement,high
Uber_Support,2448542,Does mcdonalds/uber eats tax on delivery?,"@701842 Here to help. For more info regarding your concern, please visit: https://t.co/gwEH0c7Tou",unclear,deflection,"Link-only, no inline answer",medium
Uber_Support,1425410,@115873 please help me this is ridiculous I have to go through all this trouble to reach u,"@451153 Please DM us specific details of your concern together with your email address, so we can better assist you.",deflection,deflection,DM details and email requested,high
Ask_Spectrum,271167,"@Ask_Spectrum I took a nap, woke up and waaaa laaaa it was back up and working. J B.   I thank you and God bless you, may the Lord Strengthen you for life",@180690 Thank you for reaching out. Have a great evening and God bless you as well. -JB,unclear,unclear,Closing acknowledgement after self-resolution,high
AmazonHelp,1827362,". @115850 seems like this diwali is in looting mode,  just received a gift of dry fruits and entire cashew section was missing. https://t.co/s3pFsFwsDW",@548444 Apologies for the unpleasant experience. Kindly reach our support team here: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS,unclear,deflection,Link only,high
AppleSupport,2205972,@AppleSupport my alarm is not making any noise when my volume switch is on mute. It used to always go off. I don’t want the volume to be on all night as I’ll never sleep. Help!,@644991 You are certainly in the right place to get some assistance with your alarms. Which device is this issue happening on? When did you first start to notice this issue? This information will be very beneficial to providing the next steps.,unclear,deflection,Diagnostic questions only,high
TMobileHelp,1783148,@292809 @TMobileHelp what are the chances that it's a BOT and doesn't have a clue :) . BTW try to reset network ;  could be the old  APN.,"@535748 We are no robots at all, we are here for you in the DM so we can check out on what is going on =) https://t.co/zMHlDmwgGJ *VictorianLang",substantive,deflection,"DM ask, no step",high
SpotifyCares,1035426,"@SpotifyCares Yea, that was the first thing I checked, definitely off",@364918 Got it. Does logging out &gt; restarting your phone &gt; logging back in help at all? Keep us posted /MT,unclear,substantive,Names specific step: log out/restart/log back in,high
TMobileHelp,2061731,@115911 @TMobileHelp @115913 https://t.co/iJlZIblxwD,@609741 @115913 That’s not the experience we want for you. We love our loyal customers. Please DM us for help https://t.co/Et1Fu7xZtb *BarbPelotte,deflection,deflection,"DM us, no step",high
AmazonHelp,966262,"くそぅ！
間違えてAmazon.jpからの「商品を発送しました」ってだけのメールのURLクリックしちゃったら、朝から変なメールいっぱいくる囧rz",@349325 Amazonを語る迷惑メールが出回っているとの事なので、ご注意下さい。Amazonからの正式なメールかどうかの識別方法については、こちらのヘルプページをご参照下さい。 https://t.co/YUQWghgVjP EK,deflection,substantive,Explains phishing risk and how to verify emails,medium
AmazonHelp,2819226,@AmazonHelp Ok check the DM I messsged you,@535834 Here's a link to our Help page with information on what to do when tracking shows delivered but you can't locate your order: https://t.co/e63YOj5Hl5 ^BV,substantive,deflection,"Link to help article, no inline step",high
Ask_Spectrum,1509458,"@Ask_Spectrum I will, thank you!",@341538 My apologies.  We can certainly add your account to our do not mail list if that is what you would like. ^JK,unclear,substantive,Concrete account action offered: do-not-mail list,low
SpotifyCares,1422431,@SpotifyCares raised attention to something months ago about duplicate accounts having songs uploaded &amp; still not sorted,"@450577 Hey! Don't worry, we've nudged our Content team about this. Hopefully this gets sorted out soon /RC",unclear,deflection,"Vague internal escalation, no customer-facing action",high
SpotifyCares,2942682,"@SpotifyCares mi sono iscritta ora a Spotify e volevo usufruire della promo 3 mesi a 0,99€! Come fare? Ho potuto attivare solo la settimana di prova gratuita di premium.","@812995 Hey! We can help out in English via Twitter, but we also have Italian support via email at https://t.co/ZgU70TbP8M /PB",unclear,deflection,Redirects to Italian email support channel,high
AmazonHelp,231487,"@115850 Worst exp..nt able to place ordr aftr multiple try, acc got locked automatically..no support fr unlocking acc frm cust servic desk",@171131 I'm sorry for that. Please contact us here: https://t.co/QS2bTd0snB and we'll be glad to help you. ^SI,deflection,deflection,"Channel switch, contact us",high
AmazonHelp,130281,@119625 its Nov 24 and Raja the great not available for stream yet. Any issues?? #waiting,@145384 I've just checked and seen that the movie is working fine. Could you try again and let us know if the issue still persist? ^VM,substantive,substantive,Suggests concrete retry step,low
Uber_Support,1112177,@115873 I'm setting up a ride for my kid. How do I do round trip for them? They just need to drop something off and go back home??,@382478 Find out more info about request a ride with multiple stops here; https://t.co/bo8dqbLieK.,unclear,deflection,"Link-only, no inline content",medium
TMobileHelp,314548,@TMobileHelp never disappoints - thx again for helping me stay connected around the world!,@191104 Whoo hoo! We love when our customers can stay #MagentaConnected everywhere they travel! :D *ColleenLicudine,unclear,unclear,"Closing acknowledgement, no action",high
AmazonHelp,418193,"@AmazonHelp あ、すみません自己解決しました。どうやら手数料数量がポイント分の金額を越えてたためっぽいです。
手数料等の金額詳細が最終ページで表れるため、カートに入れてる段階ではポイント分抑えれてる･･･と勘違いしておりました。","@214775 行き違いになり、失礼いたしました。問題解決についてお知らせいただき、ありがとうございます。
今後ともご利用の際に何かお困りのことやご不明点があれば、いつでもご遠慮なくお問い合わせください。 RI",deflection,unclear,"Closing acknowledgement, no action",high
SpotifyCares,2056588,@SpotifyCares Hi! Is it possible to change my Facebook-created Spotify Premium account to a regular one that is not connected to Facebook?,@608225 Hey Jeroen! Could you DM us the email address linked to your Facebook account? We'll do our best to help you out /BH https://t.co/ldFdZRiNAt,deflection,deflection,DM email linked to Facebook account,high
